User Id,Quesh,Quesh Date,Respo
5,How would you describe your friends?,2021-09-27,"I only have a few, theyre heartfelt and sincere. ?????????"
31,How would you describe your friends?,2021-09-27,"Silly, open, compassionate, connected, kind, fierce, and loyal. "
4,How would you describe your friends?,2021-09-27,Fun. Unique. Beautiful. Talented. Thoughtful. Loving. Accepting.
14,How would you describe your friends?,2021-09-27,"My friends, my truest friends, are all incredible individuals whom I love deeply "
5,What is something you wish a smartphone could do?,2021-09-26,Make phone calls to Heaven???
11,What is something you wish a smartphone could do?,2021-09-26,Answer this question for me. ? 
13,What is something you wish a smartphone could do?,2021-09-26,Teleport Thomas to Me!
15,What is something you wish a smartphone could do?,2021-09-26,I wish that we would have less things on our phone to take away the full distraction
1,What is something you wish a smartphone could do?,2021-09-26,It should self charge ?
4,What is something you wish a smartphone could do?,2021-09-26,I want it to slide horizontally would also be cool to have an inspector gadget type device that can do anything ?
9,What is something you wish a smartphone could do?,2021-09-26,Disconnect all features accept calling automatically twice a week same days all phones across the planet
1,What piece of advice have you found most helpful?,2021-09-25,Let go... Move on.. 
6,What piece of advice have you found most helpful?,2021-09-25,5x5 rule if it wont matter in 5 years dont spend more than 5 minutes worrying about it!
11,What piece of advice have you found most helpful?,2021-09-25,"I dont think I can narrow it to just one, but I do love Maya Angelous, When someone shows you who they are, believe them."
4,What piece of advice have you found most helpful?,2021-09-25,The one shown here brings me so much peace a close second is that life is always changing so the best thing you can do is adapt ?
5,What piece of advice have you found most helpful?,2021-09-25,"If you dont have nothing nice to say, dont say anything at all. ???"
17,How do you want to spend the weekend?,2021-09-24,Hanging out with friends 
31,How do you want to spend the weekend?,2021-09-24,"I want to spend the weekend with a cup of coffee in my swing in my yard, a few walks with my dogs and visiting friends in between. Now, ask me how I WILL spend the weekend: I will be cleaning, doing laundry, trying to stay out of the rain and/or away from mosquitos, attending a baby shower.. It is thundering outside right now on a Friday night. Im thinking a documentary or some Ted Lasso is just the fix. And I wont forget the glass of wine. "
13,How do you want to spend the weekend?,2021-09-24,Spend time with my best friends 
15,How do you want to spend the weekend?,2021-09-24,"Going to farmers markets, finishing up some errands and long walks"
14,How do you want to spend the weekend?,2021-09-24,Maskless 
35,How do you want to spend the weekend?,2021-09-24,Catching up on sleep
34,How do you want to spend the weekend?,2021-09-24,With friends 
6,How do you want to spend the weekend?,2021-09-24,Up in the mountains where no one can find me!?
11,How do you want to spend the weekend?,2021-09-24,? 
9,How do you want to spend the weekend?,2021-09-24,Void of stress and Negativity
4,How do you want to spend the weekend?,2021-09-24,Finding the balance between work and play! ???? #60/40
1,How do you want to spend the weekend?,2021-09-24,Netflix and Chill ??
20,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,I would say it ranges from day to day. Some days Im at a 10 firing on all cylinders and others its a 2. Either way I dont judge myself and understand everyday Im doing the best I can for me 
33,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,7
31,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,"What a time to be answering this question as I have lost 1/3 of my staff recently and if I were to answer this based on hours worked per day, to-do items checked off the list, number of meetings Ive held or been in, and/or how exhausted I feel after each day, Id scale this question at a 9. But if I truly look at quality service to my clientele and gauge it at the experience they are having, Id say a 5. I believe there are many managers and supervisors out there in this same boat. So much energy and input is going into making the wheel turn, but with less spokes in the wheel it becomes more compromised and less likely to be efficient and get as far. "
30,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,"Life has been weird for a little whilejob searching and trying to embrace the processso its really lit a fire under me. Ive been engaging a lot more with life, taking advantage of all my time. So Im going to say 9 "
13,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,A solid 7. I need to step up my game!
7,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,8! I got 23 sessions/week and threes shows this weekend and some work to catch up on for a start up hence why its not a 10
9,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,8
5,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,Definitely a solid 10. So much to do and not enough time in a day. LOL ??
27,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,I will rate 8
6,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,A solid 5 ?
1,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,Always 10 ??
11,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,10! ? 
4,"On a scale from 1 to 10, how productive have you been lately?",2021-09-23,8.5 ??
25,Which fall activity do you adore most?,2021-09-22,Long bike rides ?
15,Which fall activity do you adore most?,2021-09-22,I like walks and hikes. The way the leaves change really do it for me. And of course just drinking apple cider
14,Which fall activity do you adore most?,2021-09-22,Wearing jackets 
9,Which fall activity do you adore most?,2021-09-22,Christmas shopping in New York City
20,Which fall activity do you adore most?,2021-09-22,"I would have to say going apple picking is my favorite fall activity. Seeing all the leaves changing color on the way there, apple cider donuts, and beautiful cool weather. "
23,Which fall activity do you adore most?,2021-09-22,Hiking
13,Which fall activity do you adore most?,2021-09-22,Apple Picking ??
5,Which fall activity do you adore most?,2021-09-22,"Making homemade Fall meal and desserts. Traveling up Pittsburg New Hampshire! Most importantly, Thanksgiving with my family and close friends!?????????"
